"","Season","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG.x","BB%","K%","BB/K","AVG.y","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","Pace","date_acquired","player_id","W","L","ERA","GS","CG","ShO","SV","HLD","BS","IP","TBF","ER","WP","BK","K/9","BB/9","K/BB","HR/9","K-BB%","AVG","WHIP","LOB%","ERA-","FIP-","FIP","G.x","PA.x","HR.x","R.x","RBI.x","SB.x","BsR","Off","Def","WAR","G.y","PA.y","HR.y","R.y","RBI.y","SB.y","F-Strike%","SwStr%","W.x","L.x","SV.x","GS.x","IP.x","GB%","HR/FB","ERA.x","xFIP","W.y","L.y","ERA.y","GS.y","SV.y","IP.y"
"2962","2021","Steamer (R)",83,303,358,78,53,13,2,11,46,40,46,1,77,4,3,2,NA,11,4,0.257,"13.0%","21.4%",0.6,0.257,0.36,0.419,0.779,0.162,5.4,0.308,0.6,NA,0.3,52,9.7,0.343,121,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2963","2021","Depth Charts (R)",90,323,380,82,56,13,2,11,49,41,49,1,81,4,3,1,NA,14,4,0.254,"12.9%","21.4%",0.6,0.254,0.356,0.41,0.766,0.156,5.6,0.305,0.5,NA,0.8,53,8.7,0.338,117,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2964","2021","THE BAT (R)",89,328,381,86,57,15,2,12,53,42,47,1,84,5,2,0,9,11,3,0.263,"12.3%","22.0%",0.56,0.263,0.362,0.43,0.791,0.167,5.6,0.318,NA,NA,0.6,57,11.7,0.348,124,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2965","2021","THE BAT X (RoS)",89,328,381,88,58,15,2,13,54,44,47,1,84,5,2,0,9,11,3,0.268,"12.2%","22.1%",0.55,0.268,0.366,0.445,0.811,0.177,5.5,0.323,NA,NA,0.5,59,13.9,0.355,128,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966","Total","- - -",634,2094,2441,564,369,92,17,86,362,269,307,8,563,27,10,3,69,83,22,0.269,"12.6%","23.1%",0.55,0.269,0.368,0.453,0.821,0.183,6,0.329,13,-4,5.7,370,75.6,0.354,125,"17.5%","58.9%","39.0%","45.0%","86.4%","77.4%","51.8%",20.6,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2967","Postseason","- - -",15,54,56,19,14,2,0,3,5,6,2,0,11,0,0,0,3,4,0,0.352,"3.6%","19.6%",0.18,0.352,0.375,0.556,0.931,0.204,4.4,0.4,NA,NA,0.8,11,3.6,0.394,152,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968","2014","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.6%","20.4%",0.37,0.251,0.314,0.386,0.7,0.135,5,0.299,NA,NA,NA,NA,NA,0.31,NA,"28.0%","63.2%","46.2%","61.0%","86.9%","79.3%","51.6%",23,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969","2015","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.7%","20.4%",0.38,0.254,0.317,0.405,0.721,0.15,4.8,0.299,NA,NA,NA,NA,NA,0.313,NA,"28.6%","64.3%","46.9%","60.6%","86.5%","78.8%","51.3%",22.1,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2970","2016","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.2%","21.1%",0.39,0.255,0.322,0.417,0.739,0.162,4.9,0.3,NA,NA,NA,NA,NA,0.318,NA,"28.2%","63.9%","46.5%","59.6%","85.9%","78.1%","51.3%",22.7,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971","2017","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","21.6%",0.39,0.255,0.324,0.426,0.75,0.171,5,0.3,NA,NA,NA,NA,NA,0.321,NA,"26.3%","65.5%","46.5%","58.6%","84.6%","77.5%","51.3%",NA,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972","2018","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","22.3%",0.38,0.248,0.318,0.409,0.728,0.161,5,0.296,NA,NA,NA,NA,NA,0.315,NA,"26.9%","65.3%","46.6%","57.0%","84.7%","76.9%","51.2%",NA,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973","2019","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","23.0%",0.37,0.252,0.323,0.435,0.758,0.183,5,0.298,NA,NA,NA,NA,NA,0.32,NA,"28.7%","65.7%","47.0%","57.3%","84.6%","76.2%","49.5%",NA,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974","2020","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2%","23.4%",0.39,0.245,0.322,0.418,0.74,0.173,5.2,0.292,NA,NA,NA,NA,NA,0.32,NA,"27.1%","65.2%","46.0%","55.1%","83.8%","75.2%","49.5%",NA,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2975","2021","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9%","24.1%",0.37,0.237,0.312,0.396,0.708,0.159,5.1,0.288,NA,NA,NA,NA,NA,0.309,NA,"26.6%","65.8%","46.7%","54.6%","83.2%","75.2%","51.1%",NA,2021-06-07,2967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2976","2013","Braves (R)",NA,200,NA,58,33,23,1,NA,NA,NA,39,1,49,5,2,0,6,NA,2,0.29,"15.9%","19.9%",NA,0.29,0.415,0.43,NA,0.14,NA,0.375,NA,NA,NA,NA,NA,0.397,148,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,246,1,29,25,0,NA,NA,NA,NA,58,246,1,29,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2977","2014","Braves (A)",NA,323,NA,90,63,18,4,NA,NA,NA,34,2,59,4,3,1,15,NA,1,0.279,"9.3%","16.2%",NA,0.279,0.352,0.406,NA,0.127,NA,0.324,NA,NA,NA,NA,NA,0.348,112,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,365,5,42,42,1,NA,NA,NA,NA,87,365,5,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2978","2014","Cubs (A)",NA,53,NA,14,9,4,1,NA,NA,NA,4,0,10,0,1,0,0,NA,0,0.264,"6.9%","17.2%",NA,0.264,0.31,0.377,NA,0.113,NA,0.318,NA,NA,NA,NA,NA,0.314,95,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,58,0,7,13,0,NA,NA,NA,NA,14,58,0,7,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2979","2015","Cubs (A+)",NA,393,NA,101,65,31,1,NA,NA,NA,49,1,75,5,6,0,22,NA,0,0.257,"10.8%","16.6%",NA,0.257,0.342,0.372,NA,0.115,NA,0.303,NA,NA,NA,NA,NA,0.335,111,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,453,4,39,53,0,NA,NA,NA,NA,112,453,4,39,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2980","2016","Cubs (AA)",NA,412,NA,120,87,25,2,NA,NA,NA,54,1,80,6,8,0,15,NA,1,0.291,"11.3%","16.7%",NA,0.291,0.375,0.405,NA,0.114,NA,0.341,NA,NA,NA,NA,NA,0.363,129,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,480,6,57,47,2,NA,NA,NA,NA,115,480,6,57,47,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2981","2017","Cubs (AAA)",NA,292,NA,100,60,27,3,NA,NA,NA,27,3,48,1,6,0,12,NA,0,0.342,"8.3%","14.7%",NA,0.342,0.393,0.558,NA,0.216,NA,0.375,NA,NA,NA,NA,NA,0.403,142,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,326,10,50,61,1,NA,NA,NA,NA,83,326,10,50,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2982","2017","Cubs",NA,59,NA,15,11,3,0,NA,NA,NA,4,1,13,3,0,0,3,NA,0,0.254,"6.1%","19.7%",NA,0.254,0.333,0.356,NA,0.102,NA,0.311,NA,NA,NA,NA,NA,0.301,82,"27.4%","69.8%","47.1%","67.5%","87.5%","81.3%","46.3%",NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,66,1,6,2,0,-0.8,-2.4,-0.4,-0.1,31,66,1,6,2,0,"50.0%","8.8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2983","2018","Cubs (AAA)",NA,115,NA,36,25,7,0,NA,NA,NA,18,0,25,2,2,0,2,NA,0,0.313,"13.1%","18.2%",NA,0.313,0.409,0.478,NA,0.165,NA,0.364,NA,NA,NA,NA,NA,0.394,136,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,137,4,13,22,0,NA,NA,NA,NA,32,137,4,13,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2984","2018","Cubs",NA,181,NA,42,33,7,0,NA,NA,NA,12,0,42,4,1,2,5,NA,0,0.232,"6.0%","21.0%",NA,0.232,0.293,0.304,NA,0.072,NA,0.29,NA,NA,NA,NA,NA,0.268,65,"28.6%","63.7%","45.3%","56.3%","91.7%","79.9%","47.5%",NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,200,2,21,21,0,0.8,-7.7,-1.2,-0.3,76,200,2,21,21,0,"58.0%","9.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2985","2019","Cubs (A)",NA,12,NA,3,2,1,0,NA,NA,NA,3,0,3,0,0,0,0,NA,0,0.25,"20.0%","20.0%",NA,0.25,0.4,0.333,NA,0.083,NA,0.333,NA,NA,NA,NA,NA,0.361,126,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,0,1,1,0,NA,NA,NA,NA,5,15,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986","2019","Cubs (AAA)",NA,18,NA,5,4,1,0,NA,NA,NA,0,0,1,0,0,0,1,NA,0,0.278,"0.0%","5.6%",NA,0.278,0.278,0.333,NA,0.056,NA,0.294,NA,NA,NA,NA,NA,0.266,44,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18,0,0,1,0,NA,NA,NA,NA,4,18,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2987","2019","Cubs",NA,244,NA,65,43,11,0,NA,NA,NA,29,0,59,3,3,0,6,NA,0,0.266,"10.4%","21.1%",NA,0.266,0.348,0.447,NA,0.18,NA,0.305,NA,NA,NA,NA,NA,0.338,108,"27.9%","71.1%","45.9%","60.0%","89.1%","78.8%","41.8%",NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,279,11,31,34,1,-1.5,1.5,4.3,1.4,95,279,11,31,34,1,"60.9%","9.7%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2988","2020","Cubs",NA,116,NA,28,20,7,0,NA,NA,NA,12,1,31,4,0,0,4,NA,1,0.241,"9.1%","23.5%",NA,0.241,0.333,0.328,NA,0.086,NA,0.321,NA,NA,NA,NA,NA,0.297,84,"25.0%","62.9%","39.9%","61.0%","85.8%","76.4%","39.4%",NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,132,1,10,16,0,-1,-3.7,0.5,0.3,44,132,1,10,16,0,"58.3%","9.4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989","2021","THE BAT X",NA,226,NA,54,36,11,0,NA,NA,NA,22,1,57,3,2,1,6,NA,0,0.237,"8.6%","22.7%",NA,0.237,0.312,0.369,NA,0.132,NA,0.29,NA,NA,NA,NA,NA,0.298,87,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,253,6,26,28,1,NA,NA,NA,NA,62,253,6,26,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2990","2021","THE BAT",NA,226,NA,54,37,11,0,NA,NA,NA,22,1,57,3,2,1,6,NA,0,0.238,"8.6%","22.7%",NA,0.238,0.312,0.362,NA,0.125,NA,0.293,NA,NA,NA,NA,NA,0.296,86,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,253,5,26,26,1,NA,NA,NA,NA,62,253,5,26,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2991","2021","ATC",NA,256,NA,63,43,13,1,NA,NA,NA,26,1,63,4,2,1,7,NA,0,0.247,"8.9%","22.0%",NA,0.247,0.324,0.383,NA,0.136,NA,0.301,NA,NA,NA,NA,NA,0.309,93,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,288,7,29,33,0,NA,NA,NA,NA,84,288,7,29,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992","2021","Depth Charts",NA,218,NA,54,37,11,1,NA,NA,NA,22,1,53,4,2,1,NA,NA,1,0.25,"9.1%","21.6%",NA,0.25,0.328,0.387,NA,0.137,NA,0.303,NA,NA,NA,NA,NA,0.308,90,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,247,6,26,31,1,-0.3,-3.4,3.3,0.8,62,247,6,26,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2993","2021","Steamer",NA,185,NA,47,31,10,0,NA,NA,NA,19,0,47,3,2,1,NA,NA,0,0.252,"8.9%","22.2%",NA,0.252,0.328,0.394,NA,0.142,NA,0.307,NA,NA,NA,NA,NA,0.31,92,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,210,5,22,24,1,-0.1,-2.3,4.3,0.9,52,210,5,22,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2994","2021","ZiPS",NA,323,NA,80,54,17,1,NA,NA,NA,34,2,77,6,3,0,10,NA,1,0.248,"9.3%","21.0%",NA,0.248,0.328,0.381,NA,0.133,NA,0.299,NA,NA,NA,NA,NA,0.305,89,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,366,8,38,50,0,-0.6,-6.1,5.7,1.1,116,366,8,38,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2995","2021","Padres",NA,123,NA,26,18,4,0,NA,NA,NA,15,1,41,2,1,0,7,NA,0,0.211,"10.6%","29.1%",NA,0.211,0.305,0.341,NA,0.13,NA,0.278,NA,NA,NA,NA,NA,0.287,84,"26.9%","64.9%","42.4%","48.4%","87.1%","72.6%","40.9%",NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,141,4,16,22,2,-2.1,-4.9,-0.4,-0.1,44,141,4,16,22,2,"50.4%","11.5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2996","2021","ZiPS (R)",NA,202,NA,48,33,10,0,NA,NA,NA,22,1,52,4,1,0,NA,NA,0,0.24,"9.6%","22.8%",NA,0.24,0.323,0.372,NA,0.132,NA,0.296,NA,NA,NA,NA,NA,0.307,97,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,229,5,24,32,1,-0.7,-1.5,3.3,0.9,72,229,5,24,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2997","2021","Steamer (R)",NA,148,NA,36,24,7,0,NA,NA,NA,16,1,41,2,1,1,NA,NA,0,0.241,"9.3%","24.2%",NA,0.241,0.321,0.377,NA,0.136,NA,0.302,NA,NA,NA,NA,NA,0.308,97,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,169,4,17,18,1,-0.2,-0.7,1.8,0.7,43,169,4,17,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998","2021","Depth Charts (R)",NA,170,NA,41,28,8,0,NA,NA,NA,18,1,45,3,1,1,NA,NA,0,0.241,"9.5%","23.5%",NA,0.241,0.322,0.375,NA,0.134,NA,0.299,NA,NA,NA,NA,NA,0.307,97,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,193,5,20,24,1,-0.2,-0.9,2.1,0.8,46,193,5,20,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2999","2021","THE BAT (R)",NA,173,NA,41,27,8,0,NA,NA,NA,17,1,48,3,1,0,4,NA,0,0.238,"8.8%","24.7%",NA,0.238,0.314,0.38,NA,0.142,NA,0.297,NA,NA,NA,NA,NA,0.304,95,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,194,5,21,21,1,NA,NA,NA,NA,49,194,5,21,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000","2021","THE BAT X (RoS)",NA,173,NA,41,27,8,0,NA,NA,NA,17,1,48,3,1,0,4,NA,0,0.237,"8.8%","24.7%",NA,0.237,0.313,0.378,NA,0.141,NA,0.295,NA,NA,NA,NA,NA,0.303,94,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,194,5,21,21,1,NA,NA,NA,NA,49,194,5,21,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3001","Total","- - -",NA,723,NA,176,125,32,0,NA,NA,NA,72,3,186,16,5,2,25,NA,1,0.243,"8.8%","22.7%",NA,0.243,0.324,0.367,NA,0.123,NA,0.3,NA,NA,NA,NA,NA,0.303,88,"27.3%","66.7%","44.3%","57.8%","88.8%","77.9%","43.0%",NA,2021-06-07,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,818,19,84,95,3,-4.7,-17.2,2.7,1.3,290,818,19,84,95,3,"57.1%","9.8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
