"","Season","Team","G.x","PA.x","HR.x","R.x","RBI.x","SB.x","BB%","K%","ISO","BABIP","AVG.x","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","G.y","AB","PA.y","H","1B","2B","3B","HR.y","R.y","RBI.y","BB","IBB","SO","HBP","SF","SH","GDP","SB.y","CS","AVG.y","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","date_acquired","player_id","G","PA","HR","R","RBI","SB","BB/K","OPS","Spd","UBR","wGDP","wSB","wRC","wRAA","Pace","W.x","L.x","SV.x","GS.x","IP.x","K/9","BB/9","HR/9","LOB%","GB%","HR/FB","ERA.x","FIP","xFIP","W.y","L.y","ERA.y","GS.y","CG","ShO","SV.y","HLD","BS","IP.y","TBF","ER","WP","BK"
"190","2013","Astros (AAA)",NA,NA,NA,NA,NA,NA,"4.4%","12.6%",0.087,0.295,0.262,0.293,0.349,0.287,65,NA,NA,NA,NA,NA,172,NA,45,33,10,1,NA,NA,NA,8,1,23,0,1,2,3,NA,1,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,44,183,1,16,15,4,0.35,0.642,4.9,NA,NA,0.3,15,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2013","Astros",NA,NA,NA,NA,NA,NA,"4.1%","16.7%",0.098,0.25,0.221,0.252,0.319,0.253,54,NA,NA,NA,NA,NA,204,NA,45,33,8,0,NA,NA,NA,9,0,37,0,1,8,5,NA,2,0.221,"33.9%","60.2%","47.7%","72.1%","89.8%","83.8%","52.6%",NA,NA,2021-06-08,5497,72,222,4,22,14,6,0.24,0.571,4.5,0.4,-0.3,0.3,14,-10.6,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2014","Astros",NA,NA,NA,NA,NA,NA,"5.5%","18.7%",0.123,0.33,0.277,0.327,0.4,0.324,110,NA,NA,NA,NA,NA,285,NA,79,57,15,1,NA,NA,NA,17,0,58,4,0,4,6,NA,4,0.277,"31.8%","61.1%","46.5%","66.9%","90.0%","82.1%","50.0%",NA,NA,2021-06-08,5497,103,310,6,33,23,2,0.29,0.727,3,1.3,-0.1,-1.4,37,3.3,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2015","Astros",NA,NA,NA,NA,NA,NA,"4.3%","20.0%",0.163,0.326,0.279,0.317,0.442,0.329,111,NA,NA,NA,NA,NA,344,NA,96,65,18,1,NA,NA,NA,16,0,74,3,0,7,9,NA,5,0.279,"35.8%","64.8%","50.0%","58.4%","88.7%","77.7%","49.1%",NA,NA,2021-06-08,5497,120,370,12,44,34,4,0.22,0.759,3.3,0.1,-0.6,-1.3,46,4.6,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2016","Astros",NA,NA,NA,NA,NA,NA,"4.2%","22.8%",0.147,0.311,0.254,0.293,0.401,0.298,89,NA,NA,NA,NA,NA,484,NA,123,81,26,3,NA,NA,NA,22,1,118,5,1,6,16,NA,6,0.254,"34.1%","63.3%","48.4%","54.5%","86.8%","75.3%","49.2%",NA,NA,2021-06-08,5497,141,518,13,55,51,12,0.19,0.694,5.1,-0.4,-1.4,-0.3,53,-8.5,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2017","Astros",NA,NA,NA,NA,NA,NA,"9.5%","19.2%",0.226,0.343,0.303,0.377,0.53,0.382,144,NA,NA,NA,NA,NA,455,NA,138,81,34,0,NA,NA,NA,49,4,99,6,2,3,8,NA,3,0.303,"26.3%","59.7%","42.2%","61.9%","89.7%","80.6%","47.7%",NA,NA,2021-06-08,5497,134,515,23,67,90,8,0.49,0.907,3.2,-0.6,1.1,0,89,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2018","Astros",NA,NA,NA,NA,NA,NA,"9.6%","22.8%",0.162,0.301,0.247,0.324,0.409,0.318,104,NA,NA,NA,NA,NA,489,NA,121,77,25,3,NA,NA,NA,53,3,126,3,2,5,14,NA,3,0.247,"27.7%","61.0%","43.5%","60.5%","85.7%","77.3%","47.5%",NA,NA,2021-06-08,5497,145,552,16,61,68,2,0.42,0.733,3.2,-1.5,-0.1,-1.1,66,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2019","Twins",NA,NA,NA,NA,NA,NA,"6.7%","21.2%",0.151,0.31,0.264,0.322,0.414,0.313,93,NA,NA,NA,NA,NA,425,NA,112,78,19,0,NA,NA,NA,31,2,98,6,1,0,7,NA,0,0.264,"33.2%","67.0%","49.8%","61.5%","86.3%","77.9%","49.0%",NA,NA,2021-06-08,5497,114,463,15,52,55,1,0.32,0.736,2.1,0.2,0.2,0,56,-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020","Twins",NA,NA,NA,NA,NA,NA,"8.5%","20.6%",0.109,0.241,0.211,0.286,0.32,0.269,66,NA,NA,NA,NA,NA,175,NA,37,28,4,0,NA,NA,NA,17,0,41,3,4,0,1,NA,0,0.211,"27.8%","59.3%","42.8%","67.5%","85.8%","79.6%","47.5%",NA,NA,2021-06-08,5497,53,199,5,15,22,0,0.41,0.606,0.8,0.5,0.6,-0.2,17,-8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021","THE BAT X",NA,NA,NA,NA,NA,NA,"8.0%","22.1%",0.157,0.297,0.249,0.316,0.406,0.313,92,NA,NA,NA,NA,NA,319,NA,79,51,16,1,NA,NA,NA,28,1,78,4,2,1,7,NA,1,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,83,354,11,41,39,1,0.36,0.723,2.9,NA,NA,-0.2,42,-2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021","THE BAT",NA,NA,NA,NA,NA,NA,"8.0%","22.3%",0.157,0.3,0.251,0.318,0.408,0.314,93,NA,NA,NA,NA,NA,319,NA,80,52,17,1,NA,NA,NA,28,1,79,4,2,1,7,NA,1,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,83,355,11,42,39,2,0.36,0.726,3.5,NA,NA,-0.2,43,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021","ATC",NA,NA,NA,NA,NA,NA,"7.8%","21.2%",0.153,0.292,0.249,0.314,0.402,0.308,89,NA,NA,NA,NA,NA,356,NA,89,58,18,1,NA,NA,NA,31,4,84,4,3,1,6,NA,1,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,99,396,12,43,46,1,0.37,0.716,2.5,NA,NA,-0.4,46,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021","Depth Charts",NA,NA,NA,NA,NA,NA,"8.1%","20.6%",0.164,0.302,0.258,0.326,0.422,0.318,93,NA,NA,NA,NA,NA,320,NA,83,53,18,1,NA,NA,NA,29,1,73,4,2,2,NA,NA,1,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,83,357,11,40,45,1,0.39,0.748,2.7,-0.2,NA,-0.2,44,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021","Steamer",NA,NA,NA,NA,NA,NA,"8.5%","21.7%",0.163,0.302,0.255,0.325,0.418,0.317,92,NA,NA,NA,NA,NA,302,NA,77,49,17,1,NA,NA,NA,29,1,74,4,3,2,NA,NA,1,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,83,339,10,40,40,1,0.39,0.743,2.9,-0.3,NA,-0.2,42,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021","ZiPS",NA,NA,NA,NA,NA,NA,"7.8%","19.5%",0.164,0.301,0.262,0.327,0.426,0.319,94,NA,NA,NA,NA,NA,439,NA,115,74,25,1,NA,NA,NA,38,2,95,6,3,2,8,NA,1,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,127,488,15,51,66,2,0.4,0.753,2.6,NA,NA,-0.3,61,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021","Red Sox",NA,NA,NA,NA,NA,NA,"7.1%","23.0%",0.111,0.261,0.204,0.29,0.315,0.273,70,NA,NA,NA,NA,NA,162,NA,33,19,12,0,NA,NA,NA,13,0,42,7,1,0,3,NA,0,0.204,"29.2%","58.4%","44.0%","71.8%","85.4%","81.0%","50.8%",NA,NA,2021-06-08,5497,49,183,2,17,15,2,0.31,0.604,3.9,-0.4,0.3,0.3,16,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021","ZiPS (R)",NA,NA,NA,NA,NA,NA,"7.6%","20.2%",0.153,0.293,0.25,0.319,0.402,0.316,98,NA,NA,NA,NA,NA,276,NA,69,44,17,0,NA,NA,NA,24,1,62,6,2,1,NA,NA,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,81,308,8,31,38,2,0.38,0.722,3.1,0,NA,-0.1,38,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021","Steamer (R)",NA,NA,NA,NA,NA,NA,"8.3%","22.2%",0.145,0.295,0.243,0.316,0.389,0.309,94,NA,NA,NA,NA,NA,232,NA,57,36,13,0,NA,NA,NA,22,1,58,4,2,1,NA,NA,1,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,64,261,7,28,27,1,0.37,0.705,3.1,-0.2,NA,-0.2,31,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021","Depth Charts (R)",NA,NA,NA,NA,NA,NA,"8.0%","21.2%",0.149,0.294,0.247,0.318,0.396,0.312,96,NA,NA,NA,NA,NA,244,NA,60,38,14,0,NA,NA,NA,22,1,58,4,2,1,NA,NA,1,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,65,273,7,29,31,2,0.37,0.713,3.1,-0.2,NA,-0.2,33,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021","THE BAT (R)",NA,NA,NA,NA,NA,NA,"7.9%","23.0%",0.146,0.301,0.246,0.313,0.392,0.309,94,NA,NA,NA,NA,NA,242,NA,60,39,14,1,NA,NA,NA,21,1,62,3,2,1,5,NA,1,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,64,270,7,31,28,2,0.34,0.705,3.7,NA,NA,-0.1,32,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021","THE BAT X (RoS)",NA,NA,NA,NA,NA,NA,"7.9%","22.7%",0.149,0.301,0.247,0.315,0.396,0.311,95,NA,NA,NA,NA,NA,242,NA,60,39,13,1,NA,NA,NA,21,1,61,3,2,1,5,NA,1,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,64,269,7,31,28,2,0.35,0.711,3.7,NA,NA,-0.2,32,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Total","- - -",NA,NA,NA,NA,NA,NA,"6.8%","20.3%",0.15,0.303,0.258,0.315,0.408,0.313,98,NA,NA,NA,NA,NA,3228,NA,832,552,174,8,NA,NA,NA,240,10,722,37,12,34,78,NA,26,0.258,"30.8%","61.8%","46.0%","62.5%","87.9%","79.2%","49.0%",NA,NA,2021-06-08,5497,1011,3551,98,387,384,40,0.33,0.723,3.4,-3.9,-2.1,-4.6,409,-8,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Postseason","- - -",NA,NA,NA,NA,NA,NA,"6.4%","24.0%",0.142,0.288,0.23,0.304,0.372,0.291,82,NA,NA,NA,NA,NA,113,NA,26,16,7,0,NA,NA,NA,8,2,30,4,0,0,1,NA,2,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,5497,35,125,3,11,13,0,0.27,0.676,2,NA,NA,-0.9,12,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2012","Average",NA,NA,NA,NA,NA,NA,"8.0%","19.8%",0.151,0.297,NA,0.319,0.405,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,"27.7%","62.2%","45.6%","62.6%","86.6%","79.6%","51.7%",NA,NA,2021-06-08,5497,NA,NA,NA,NA,NA,NA,0.4,0.724,5.2,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2013","Average",NA,NA,NA,NA,NA,NA,"7.9%","19.9%",0.143,0.297,NA,0.318,0.396,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,"26.9%","63.2%","45.9%","61.3%","86.4%","79.4%","52.3%",NA,NA,2021-06-08,5497,NA,NA,NA,NA,NA,NA,0.4,0.714,4.9,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2014","Average",NA,NA,NA,NA,NA,NA,"7.6%","20.4%",0.135,0.299,NA,0.314,0.386,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251,"28.0%","63.2%","46.2%","61.0%","86.9%","79.3%","51.6%",NA,NA,2021-06-08,5497,NA,NA,NA,NA,NA,NA,0.37,0.7,5,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2015","Average",NA,NA,NA,NA,NA,NA,"7.7%","20.4%",0.15,0.299,NA,0.317,0.405,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254,"28.6%","64.3%","46.9%","60.6%","86.5%","78.8%","51.3%",NA,NA,2021-06-08,5497,NA,NA,NA,NA,NA,NA,0.38,0.721,4.8,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2016","Average",NA,NA,NA,NA,NA,NA,"8.2%","21.1%",0.162,0.3,NA,0.322,0.417,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,"28.2%","63.9%","46.5%","59.6%","85.9%","78.1%","51.3%",NA,NA,2021-06-08,5497,NA,NA,NA,NA,NA,NA,0.39,0.739,4.9,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2017","Average",NA,NA,NA,NA,NA,NA,"8.5%","21.6%",0.171,0.3,NA,0.324,0.426,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,"26.3%","65.5%","46.5%","58.6%","84.6%","77.5%","51.3%",NA,NA,2021-06-08,5497,NA,NA,NA,NA,NA,NA,0.39,0.75,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2018","Average",NA,NA,NA,NA,NA,NA,"8.5%","22.3%",0.161,0.296,NA,0.318,0.409,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248,"26.9%","65.3%","46.6%","57.0%","84.7%","76.9%","51.2%",NA,NA,2021-06-08,5497,NA,NA,NA,NA,NA,NA,0.38,0.728,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019","Average",NA,NA,NA,NA,NA,NA,"8.5%","23.0%",0.183,0.298,NA,0.323,0.435,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252,"28.7%","65.7%","47.0%","57.3%","84.6%","76.2%","49.5%",NA,NA,2021-06-08,5497,NA,NA,NA,NA,NA,NA,0.37,0.758,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020","Average",NA,NA,NA,NA,NA,NA,"9.2%","23.4%",0.173,0.292,NA,0.322,0.418,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245,"27.1%","65.2%","46.0%","55.1%","83.8%","75.2%","49.5%",NA,NA,2021-06-08,5497,NA,NA,NA,NA,NA,NA,0.39,0.74,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021","Average",NA,NA,NA,NA,NA,NA,"8.9%","24.1%",0.159,0.289,NA,0.312,0.396,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.237,"26.6%","65.8%","46.6%","54.6%","83.2%","75.2%","51.1%",NA,NA,2021-06-08,5497,NA,NA,NA,NA,NA,NA,0.37,0.708,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2014","Red Sox (R)",28,128,3,26,21,4,"16.4%","15.6%",0.202,0.386,0.337,0.445,0.538,0.468,176,NA,NA,NA,NA,28,104,128,35,23,6,3,3,26,21,21,1,20,1,2,0,1,4,1,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2015","Red Sox (A)",115,508,11,71,70,3,"4.7%","16.5%",0.156,0.326,0.288,0.329,0.443,0.352,118,NA,NA,NA,NA,115,469,508,135,85,38,1,11,71,70,24,0,84,8,6,1,12,3,2,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2016","Red Sox (A+)",128,546,11,64,71,18,"7.3%","17.2%",0.161,0.328,0.282,0.335,0.443,0.352,113,NA,NA,NA,NA,128,503,546,142,91,32,8,11,64,71,40,2,94,1,2,0,5,18,6,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2017","Red Sox (AA)",77,320,18,48,56,0,"9.7%","17.2%",0.275,0.316,0.3,0.369,0.575,0.408,155,NA,NA,NA,NA,77,287,320,86,46,19,3,18,48,56,31,4,55,1,1,0,8,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2017","Red Sox (AAA)",9,38,2,6,4,0,"7.9%","21.1%",0.2,0.48,0.4,0.447,0.6,0.463,196,NA,NA,NA,NA,9,35,38,14,11,1,0,2,6,4,3,0,8,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2017","Red Sox",58,240,10,34,30,3,"7.5%","23.8%",0.198,0.342,0.284,0.338,0.482,0.344,110,0.2,3.3,-3.8,0.8,58,222,240,63,39,14,0,10,34,30,18,3,57,0,0,0,5,3,1,0.284,"36.0%","68.6%","50.7%","63.8%","82.5%","75.2%","45.0%","63.8%","12.4%",2021-06-08,17350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2018","Red Sox (A-)",1,4,1,1,2,0,"0.0%","0.0%",0.75,0,0.25,0.25,1,0.56,256,NA,NA,NA,NA,1,4,4,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2018","Red Sox (AAA)",6,22,1,3,2,0,"4.5%","27.3%",0.238,0.429,0.333,0.364,0.571,0.41,163,NA,NA,NA,NA,6,21,22,7,4,2,0,1,3,2,1,0,6,0,0,0,0,0,0,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2018","Red Sox",121,490,21,59,66,5,"7.8%","24.7%",0.193,0.281,0.24,0.298,0.433,0.31,90,2.2,-3.6,-3,1,121,450,490,108,63,24,0,21,59,66,38,6,121,0,2,0,9,5,2,0.24,"37.2%","73.7%","52.0%","63.5%","82.7%","74.5%","40.4%","64.3%","13.1%",2021-06-08,17350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019","Red Sox",156,702,32,129,115,8,"6.8%","17.0%",0.244,0.339,0.311,0.361,0.555,0.377,133,2.3,31.6,4.9,5.9,156,647,702,201,111,54,4,32,129,115,48,7,119,4,2,1,8,8,8,0.311,"40.5%","76.2%","54.9%","71.9%","82.6%","77.9%","40.4%","61.1%","12.0%",2021-06-08,17350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020","Red Sox",57,248,11,32,43,0,"5.2%","27.0%",0.22,0.325,0.263,0.31,0.483,0.337,109,0.9,3.7,-4.8,0.5,57,232,248,61,33,16,1,11,32,43,13,0,67,3,0,0,8,0,0,0.263,"42.3%","75.1%","54.6%","65.0%","75.6%","70.5%","37.3%","64.9%","16.1%",2021-06-08,17350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
